NUMBER,NAME,LOCATION,LATITUDE,NS,LONGITUDE,EW,ELEV,ERUPTION TYPE,COMBATANT COMMAND
0803-131,Hiuchi,Honshu-Japan,36.952,N,139.289,E,2356,S0,USPACOM
0803-13=,Akagi,Honshu-Japan,36.557,N,139.196,E,1828,S0,USPACOM
0803-141,Nantai,Honshu-Japan,36.762,N,139.494,E,2486,S0,USPACOM
0803-142,Omanago Group,Honshu-Japan,36.792,N,139.51,E,2367,S0,USPACOM
0803-143,Takahara,Honshu-Japan,36.897,N,139.78,E,1795,S0,USPACOM
0803-14=,Nikko-Shirane,Honshu-Japan,36.796,N,139.379,E,2578,S1,USPACOM
0803-151,Numazawa,Honshu-Japan,37.45,N,139.579,E,1100,M0,USPACOM
0803-15=,Nasu,Honshu-Japan,37.122,N,139.966,E,1915,S1,USPACOM
0803-16=,Bandai,Honshu-Japan,37.598,N,140.076,E,1819,S1,USPACOM
0803-17=,Adatara,Honshu-Japan,37.644,N,140.286,E,1718,S1,USPACOM
0803-18=,Azuma,Honshu-Japan,37.732,N,140.248,E,2035,S1,USPACOM
0803-191,Hijiori,Honshu-Japan,38.606,N,140.178,E,516,S0,USPACOM
0803-19=,Zao,Honshu-Japan,38.141,N,140.443,E,1841,S1,USPACOM
0803-20=,Narugo,Honshu-Japan,38.733,N,140.732,E,470,S0,USPACOM
0803-21=,Kurikoma,Honshu-Japan,38.958,N,140.792,E,1628,S1,USPACOM
0803-22=,Chokai,Honshu-Japan,39.096,N,140.052,E,2233,S1,USPACOM
0803-23=,Akita-Komaga-take,Honshu-Japan,39.758,N,140.803,E,1637,S1,USPACOM
0803-24=,Iwate,Honshu-Japan,39.85,N,141.004,E,2041,S0,USPACOM
0803-25=,Hachimantai,Honshu-Japan,39.955,N,140.857,E,1614,S0,USPACOM
0803-262,Megata,Honshu-Japan,39.95,N,139.73,E,291,M0,USPACOM
0803-26=,Akita-Yake-yama,Honshu-Japan,39.961,N,140.761,E,1366,S0,USPACOM
0803-271,Towada,Honshu-Japan,40.47,N,140.92,E,1159,S0,USPACOM
0803-27=,Iwaki,Honshu-Japan,40.653,N,140.307,E,1625,S1,USPACOM
0803-28=,Hakkoda Group,Honshu-Japan,40.656,N,140.881,E,1585,S0,USPACOM
0803-29=,Osore-yama,Honshu-Japan,41.276,N,141.124,E,879,S0,USPACOM
0804-011,To-shima,Izu Is-Japan,34.517,N,139.283,E,508,S0,USPACOM
0804-01=,Oshima,Izu Is-Japan,34.721,N,139.398,E,764,S1,USPACOM
0804-02=,Nii-jima,Izu Is-Japan,34.393,N,139.273,E,432,S0,USPACOM
0804-03=,Kozu-shima,Izu Is-Japan,34.216,N,139.156,E,572,S0,USPACOM
0804-041,Mikura-jima,Izu Is-Japan,33.871,N,139.605,E,851,S0,USPACOM
0804-042,Kurose Hole,Izu Is-Japan,33.4,N,139.68,E,-107,U0,USPACOM
0804-04=,Miyake-jima,Izu Is-Japan,34.079,N,139.529,E,815,M2,USPACOM
0804-05=,Hachijo-jima,Izu Is-Japan,33.13,N,139.769,E,854,M0,USPACOM
0804-061,Myojin Knoll,Izu Is-Japan,32.1,N,139.85,E,360,S0,USPACOM
0804-06=,Aoga-shima,Izu Is-Japan,32.454,N,139.762,E,423,S0,USPACOM
0804-07=,Bayonnaise Rocks,Izu Is-Japan,31.88,N,139.92,E,11,S1,USPACOM
0804-08=,Smith Rock,Izu Is-Japan,31.436,N,140.054,E,136,S0,USPACOM
0804-091,Sofugan,Izu Is-Japan,29.789,N,140.345,E,99,M0,USPACOM
0804-093,Suiyo Seamount,Izu Is-Japan,28.6,N,140.63,E,-1418,U0,USPACOM
0804-094,Mokuyo Seamount,Izu Is-Japan,28.32,N,140.57,E,-920,U0,USPACOM
0804-095,Doyo Seamount,Izu Is-Japan,27.68,N,140.8,E,-860,U0,USPACOM
0804-096,Nishino-shima,Volcano Is-Japan,27.274,N,140.882,E,38,S0,USPACOM
0804-097,Kaikata Seamount,Volcano Is-Japan,26.67,N,141,E,-162,U0,USPACOM
0804-09=,Tori-shima,Izu Is-Japan,30.48,N,140.306,E,394,M0,USPACOM
0804-101,Unnamed,Volcano Is-Japan,26.13,N,144.48,E,-3200,U0,USPACOM
0804-10=,Kaitoku Seamount,Volcano Is-Japan,26.122,N,141.102,E,-103,U0,USPACOM
0804-11=,Kita-Iwo-jima,Volcano Is-Japan,25.424,N,141.284,E,792,M0,USPACOM
0804-121,Kita-Fukutokutai,Volcano Is-Japan,24.414,N,141.419,E,-73,U0,USPACOM
0804-12=,Ioto,Volcano Is-Japan,24.754,N,141.29,E,161,S1,USPACOM
0804-131,Minami-Hiyoshi,Volcano Is-Japan,23.497,N,141.94,E,-30,M0,USPACOM
0804-132,Nikko,Volcano Is-Japan,23.075,N,142.308,E,-391,U0,USPACOM
0804-133,Fukujin,Volcano Is-Japan,21.93,N,143.47,E,-217,U0,USPACOM
0804-134,Kasuga,Volcano Is-Japan,21.765,N,143.71,E,-598,U0,USPACOM
0804-135,Minami Kasuga,Volcano Is-Japan,21.6,N,143.637,E,-274,U0,USPACOM
0804-136,NW Eifuku,Volcano Is-Japan,21.485,N,144.043,E,-1535,U0,USPACOM
0804-137,Daikoku,Volcano Is-Japan,21.324,N,144.194,E,-323,U0,USPACOM
0804-138,Unnamed,Mariana Is-C Pacific,21,N,142.9,E,U,U0,USPACOM
0804-139,Unnamed,Mariana Is-C Pacific,20.3,N,143.2,E,U,U0,USPACOM
0804-13=,Fukutoku-Okanoba,Volcano Is-Japan,24.28,N,141.485,E,-14,S1,USPACOM
0804-141,Ahyi,Mariana Is-C Pacific,20.42,N,145.03,E,-137,U0,USPACOM
0804-142,Supply Reef,Mariana Is-C Pacific,20.13,N,145.1,E,-8,S0,USPACOM
0804-143,Maug Islands,Mariana Is-C Pacific,20.02,N,145.22,E,227,M0,USPACOM
0804-14=,Farallon de Pajaros,Mariana Is-C Pacific,20.538,N,144.896,E,360,S1,USPACOM
0804-15=,Asuncion,Mariana Is-C Pacific,19.671,N,145.406,E,857,S0,USPACOM
0804-16=,Agrigan,Mariana Is-C Pacific,18.77,N,145.67,E,965,M0,USPACOM
0804-17=,Pagan,Mariana Is-C Pacific,18.13,N,145.8,E,570,M2,USPACOM
0804-18=,Alamagan,Mariana Is-C Pacific,17.6,N,145.83,E,744,S0,USPACOM
0804-191,Zealandia Bank,Mariana Is-C Pacific,16.88,N,145.85,E,0,S0,USPACOM
0804-192,Sarigan,Mariana Is-C Pacific,16.708,N,145.78,E,538,S0,USPACOM
0804-19=,Guguan,Mariana Is-C Pacific,17.307,N,145.845,E,287,S0,USPACOM
0804-201,East Diamante,Mariana Is-C Pacific,15.93,N,145.67,E,-127,U0,USPACOM
0804-202,Ruby,Mariana Is-C Pacific,15.62,N,145.57,E,-230,U0,USPACOM
0804-20=,Anatahan,Mariana Is-C Pacific,16.35,N,145.67,E,790,S2,USPACOM
0804-211,NW Rota-1,Mariana Is-C Pacific,14.601,N,144.775,E,-517,U0,USPACOM
0804-21=,Esmeralda Bank,Mariana Is-C Pacific,15,N,145.25,E,-43,M0,USPACOM
0804-22-,Forecast Seamount,Mariana Is-C Pacific,13.4,N,143.92,E,U,M0,USPACOM
0804-23-,Seamount X,Mariana Is-C Pacific,13.25,N,144.02,E,-1230,M0,USPACOM
0805-011,E-san,Hokkaido-Japan,41.802,N,141.17,E,618,S0,USPACOM
0805-01=,Oshima-Oshima,Hokkaido-Japan,41.507,N,139.371,E,737,M0,USPACOM
0805-02=,Komaga-take,Hokkaido-Japan,42.061,N,140.681,E,1131,S2,USPACOM
0805-031,Niseko,Hokkaido-Japan,42.88,N,140.63,E,1154,S0,USPACOM
0805-032,Yotei,Hokkaido-Japan,42.83,N,140.815,E,1898,S0,USPACOM
0805-034,Kuttara,Hokkaido-Japan,42.489,N,141.163,E,581,S0,USPACOM
0805-03=,Usu,Hokkaido-Japan,42.541,N,140.843,E,737,S0,USPACOM
0805-041,Rishiri,Hokkaido-Japan,45.18,N,141.25,E,1721,S0,USPACOM
0805-04=,Shikotsu,Hokkaido-Japan,42.688,N,141.38,E,1320,S0,USPACOM
0805-05=,Tokachi,Hokkaido-Japan,43.416,N,142.69,E,2077,S0,USPACOM
0805-061,Nipesotsu-Maruyama,Hokkaido-Japan,43.453,N,143.036,E,2013,S0,USPACOM
0805-062,Shikaribetsu Group,Hokkaido-Japan,43.312,N,143.096,E,1401,S0,USPACOM
0805-06=,Daisetsu,Hokkaido-Japan,43.661,N,142.858,E,2290,S0,USPACOM
0805-07=,Akan,Hokkaido-Japan,43.384,N,144.013,E,1499,S1,USPACOM
0805-081,Mashu,Hokkaido-Japan,43.57,N,144.565,E,855,S0,USPACOM
0805-082,Rausu,Hokkaido-Japan,44.073,N,145.126,E,1660,S0,USPACOM
0805-08=,Kutcharo,Hokkaido-Japan,43.608,N,144.443,E,999,S0,USPACOM
0805-09=,Shiretoko-Iwo-zan,Hokkaido-Japan,44.131,N,145.165,E,1563,S0,USPACOM
0900-01=,Golovnin,Kuril Is,43.841,N,145.509,E,543,S0,USEUCOM
0900-021,Smirnov,Kuril Is,44.42,N,146.135,E,1189,S0,USEUCOM
0900-02=,Mendeleev,Kuril Is,43.976,N,145.736,E,888,S0,USEUCOM
0900-03=,Tiatia,Kuril Is,44.351,N,146.256,E,1819,M0,USEUCOM
0900-041,Lvinaya Past,Kuril Is,44.608,N,146.994,E,528,S0,USEUCOM
0900-04=,Berutarube,Kuril Is,44.459,N,146.936,E,1221,S0,USEUCOM
0900-05=,Atsonupuri,Kuril Is,44.805,N,147.135,E,1206,S0,USEUCOM
0900-06-,Bogatyr Ridge,Kuril Is,44.833,N,147.342,E,1634,S0,USEUCOM
0900-061,Unnamed,Kuril Is,45.03,N,147.208,E,-930,U0,USEUCOM
0900-07=,Grozny Group,Kuril Is,45.026,N,147.922,E,1211,S1,USEUCOM
0900-08=,Baransky,Kuril Is,45.097,N,148.024,E,1132,S0,USEUCOM
0900-091,Golets-Tornyi Group,Kuril Is,45.25,N,148.35,E,442,S0,USEUCOM
0900-09=,Chirip,Kuril Is,45.338,N,147.925,E,1587,M0,USEUCOM
0900-10=,Medvezhia,Kuril Is,45.387,N,148.843,E,1125,S0,USEUCOM
0900-11-,Demon,Kuril Is,45.5,N,148.85,E,1205,S0,USEUCOM
0900-111,Ivao Group,Kuril Is,45.77,N,149.68,E,1426,S0,USEUCOM
0900-112,Rudakov,Kuril Is,45.88,N,149.83,E,542,S0,USEUCOM
0900-113,Tri Sestry,Kuril Is,45.93,N,149.92,E,998,S0,USEUCOM
0900-12=,Kolokol Group,Kuril Is,46.042,N,150.05,E,1328,S0,USEUCOM
0900-13-,Unnamed,Kuril Is,46.1,N,150.5,E,-100,U0,USEUCOM
0900-15=,Chirpoi,Kuril Is,46.525,N,150.875,E,742,S0,USEUCOM
0900-16-,Unnamed,Kuril Is,46.47,N,151.28,E,-502,U0,USEUCOM
0900-161,Milne,Kuril Is,46.82,N,151.78,E,1540,S0,USEUCOM
0900-17=,Goriaschaia Sopka,Kuril Is,46.83,N,151.75,E,891,S0,USEUCOM
0900-18=,Zavaritzki Caldera,Kuril Is,46.925,N,151.95,E,624,S0,USEUCOM
0900-191,Urataman,Kuril Is,47.12,N,152.25,E,678,S0,USEUCOM
0900-19=,Prevo Peak,Kuril Is,47.02,N,152.12,E,1360,M0,USEUCOM
0900-20=,Ketoi,Kuril Is,47.35,N,152.475,E,1172,S0,USEUCOM
0900-211,Srednii,Kuril Is,47.6,N,152.92,E,36,S0,USEUCOM
0900-21=,Ushishur,Kuril Is,47.52,N,152.8,E,401,S0,USEUCOM
0900-22=,Rasshua,Kuril Is,47.77,N,153.02,E,956,S0,USEUCOM
0900-23=,Unnamed,Kuril Is,48.08,N,153.33,E,-150,U0,USEUCOM
0900-24=,Sarychev Peak,Kuril Is,48.092,N,153.2,E,1496,S1,USEUCOM
0900-25=,Raikoke,Kuril Is,48.292,N,153.25,E,551,M0,USEUCOM
0900-26=,Chirinkotan,Kuril Is,48.98,N,153.48,E,724,S0,USEUCOM
0900-27=,Ekarma,Kuril Is,48.958,N,153.93,E,1170,S0,USEUCOM
0900-29=,Sinarka,Kuril Is,48.875,N,154.175,E,934,S0,USEUCOM
0900-30=,Kharimkotan,Kuril Is,49.12,N,154.508,E,1145,S0,USEUCOM
0900-31=,Tao-Rusyr Caldera,Kuril Is,49.35,N,154.7,E,1325,S0,USEUCOM
0900-32=,Nemo Peak,Kuril Is,49.57,N,154.808,E,1018,S0,USEUCOM
0900-331,Shirinki,Kuril Is,50.2,N,154.98,E,761,S0,USEUCOM
0900-34=,Fuss Peak,Kuril Is,50.27,N,155.25,E,1772,S0,USEUCOM
0900-351,Lomonosov Group,Kuril Is,50.25,N,155.43,E,1681,S0,USEUCOM
0900-35=,Karpinsky Group,Kuril Is,50.13,N,155.37,E,1345,S0,USEUCOM
0900-36=,Chikurachki,Kuril Is,50.325,N,155.458,E,1816,M2,USEUCOM
0900-37-,Vernadskii Ridge,Kuril Is,50.55,N,155.97,E,1183,S0,USEUCOM
0900-38=,Ebeko,Kuril Is,50.68,N,156.02,E,1156,S1,USEUCOM
0900-39=,Alaid,Kuril Is,50.858,N,155.55,E,2339,M1,USEUCOM
